Product_Id,Product Name,Product_Url,Image_Url,Company Name
9347763,MANGO Women Black Solid Linen A-Line Dress,www.myntra.com/dresses/mango/mango-women-black-solid-linen-a-line-dress/9347763/buy,http://assets.myntassets.com/assets/images/9347763/2019/5/4/3f098367-1291-4f02-9e35-ef9fc11b81c81556965013969-MANGO-Women-Dresses-8731556965013646-1.jpg,Myntra
1973744,Sera Women Navy Printed Fit and Flare Dress,www.myntra.com/dresses/sera/sera-women-navy-printed-fit-and-flare-dress/1973744/buy,http://assets.myntassets.com/assets/images/1973744/2017/8/18/11503034305346-Sera-Women-Navy-Blue-Printed-Fit-and-Flare-Dress-5451503034305020-1.jpg,Myntra
6793373,Vero Moda Women Red Printed Fit and Flare Dress,www.myntra.com/dresses/vero-moda/vero-moda-women-red-printed-fit-and-flare-dress/6793373/buy,http://assets.myntassets.com/assets/images/6793373/2019/8/5/b10aefaf-1389-4545-b295-a29d9e9c62461564999855648-Vero-Moda-Women-Red-Printed-Fit-and-Flare-Dress-707156499985-1.jpg,Myntra
9556953,MANGO Women Blue Self Striped Sheath Dress,www.myntra.com/dresses/mango/mango-women-blue-self-striped-sheath-dress/9556953/buy,http://assets.myntassets.com/assets/images/9556953/2019/5/20/fa021fcb-f6c4-4db4-a571-36f5af597f8e1558345295302-MANGO-Women-Dresses-6161558345293351-1.jpg,Myntra
8828669,Vero Moda Women Black Printed A-Line Dress,www.myntra.com/dresses/vero-moda/vero-moda-women-black-printed-a-line-dress/8828669/buy,http://assets.myntassets.com/assets/images/8828669/2019/3/14/54eb036f-e4b7-4014-a23d-7217c653510c1552558868550-Black-Regular-Shift-Dress-9451552558867458-1.jpg,Myntra
2468592,plusS Women Black Embellished Maxi Dress,www.myntra.com/dresses/pluss/pluss-women-black-embellished-maxi-dress/2468592/buy,http://assets.myntassets.com/assets/images/2468592/2018/12/20/2483bb54-16d2-4a04-bafa-0a726c985a941545284168266-plusS-Women-Black-Printed-Maxi-Dress-4311545284167835-1.jpg,Myntra
10263009,Ira Soleil Women White Printed Fit and Flare Dress,www.myntra.com/dresses/ira-soleil/ira-soleil-women-white-printed-fit-and-flare-dress/10263009/buy,http://assets.myntassets.com/assets/images/10263009/2019/7/30/b20ff467-4e74-4d8e-94a8-16d08ccd97c41564463537282-Ira-Soleil-Women-Kurtas-1861564463536587-1.jpg,Myntra
1739727,Mast &amp; Harbour Navy Blue &amp; White Striped Shirt Dress,www.myntra.com/dresses/mast--harbour/mast--harbour-navy-blue--white-striped-shirt-dress/1739727/buy,http://assets.myntassets.com/assets/images/1739727/2017/4/6/11491475436144-Mast--Harbour-Women-Navy-Blue-Striped-Shirt-Dress-7961491475435977-1.jpg,Myntra
6915794,plusS Women Blue Printed Fit and Flare Dress,www.myntra.com/dresses/pluss/pluss-women-blue-printed-fit-and-flare-dress/6915794/buy,http://assets.myntassets.com/assets/images/6915794/2018/7/10/ae248522-f2be-45c8-9047-a740dfdb37351531217150984-na-1191531217150768-1.jpg,Myntra
10143021,DOROTHY PERKINS Women Black &amp; White Floral Print Fit &amp; Flare Dress,www.myntra.com/dresses/dorothy-perkins/dorothy-perkins-women-black--white-floral-print-fit--flare-dress/10143021/buy,http://assets.myntassets.com/assets/images/10143021/2019/8/1/d51a9d33-cb8a-48b8-b54f-1cd11a2a23e81564662695702-DOROTHY-PERKINS-Women-Dresses-861564662693945-1.jpg,Myntra
